id	type	parentid, name	parentid	parenttype	maxlat	maxlong	minlat	minlong
18017	C	IN, Cass	IN	S	40.91094208	-86.16508484	40.56127930	-86.58174133
18019	C	IN, Clark	IN	S	38.60687256	-85.41549683	38.26716995	-85.99467468
18021	C	IN, Clay	IN	S	39.60713577	-86.93997955	39.16794968	-87.24074554
18023	C	IN, Clinton	IN	S	40.43206024	-86.24228668	40.17688751	-86.69580078
18025	C	IN, Crawford	IN	S	38.42296219	-86.24561310	38.10670853	-86.68142700
18027	C	IN, Daviess	IN	S	38.90420914	-86.90410614	38.49066162	-87.27910614
18029	C	IN, Dearborn	IN	S	39.30705261	-84.81927490	38.93551254	-85.13250732
18031	C	IN, Decatur	IN	S	39.45337677	-85.29612732	39.13063049	-85.68744659
18033	C	IN, De Kalb	IN	S	41.53029633	-84.80358124	41.26428223	-85.19392395
18035	C	IN, Delaware	IN	S	40.37951279	-85.21438599	40.07636642	-85.57898712
18037	C	IN, Dubois	IN	S	38.52647018	-86.67899323	38.20302963	-87.07335663
18039	C	IN, Elkhart	IN	S	41.76059341	-85.65349579	41.43488693	-86.06266022
18041	C	IN, Fayette	IN	S	39.78863144	-85.03446960	39.52536011	-85.30152130
18043	C	IN, Floyd	IN	S	38.41861725	-85.76074982	38.17835617	-86.03297424
18045	C	IN, Fountain	IN	S	40.36642838	-87.09000397	39.95245361	-87.43994904
18047	C	IN, Franklin	IN	S	39.52668762	-84.81535339	39.26829147	-85.29869843
18049	C	IN, Fulton	IN	S	41.17287064	-85.94534302	40.90910339	-86.46850586
18051	C	IN, Gibson	IN	S	38.53351974	-87.31539154	38.16546249	-87.98790741
18053	C	IN, Grant	IN	S	40.65360641	-85.44432831	40.37837219	-85.86486816
18055	C	IN, Greene	IN	S	39.17177200	-86.68209076	38.90251541	-87.24106598
18057	C	IN, Hamilton	IN	S	40.21898651	-85.86187744	39.92594147	-86.24271393
18059	C	IN, Hancock	IN	S	39.94598770	-85.57635498	39.69704437	-85.95397949
18061	C	IN, Harrison	IN	S	38.42268372	-85.90060425	37.95801926	-86.32991028
18063	C	IN, Hendricks	IN	S	39.92416763	-86.32539368	39.60072708	-86.69538116
18065	C	IN, Henry	IN	S	40.07714462	-85.20030975	39.78642654	-85.59693909
18067	C	IN, Howard	IN	S	40.56558990	-85.86212158	40.37366104	-86.37576294
18069	C	IN, Huntington	IN	S	41.00544739	-85.33451843	40.65294647	-85.64387512
18071	C	IN, Jackson	IN	S	39.07048798	-85.79522705	38.72534561	-86.31813049
18073	C	IN, Jasper	IN	S	41.28636551	-86.92994690	40.73649216	-87.27659607
18075	C	IN, Jay	IN	S	40.57221603	-84.80226135	40.30670547	-85.22003174
18077	C	IN, Jefferson	IN	S	38.91401291	-85.20148468	38.58600998	-85.68389893
18079	C	IN, Jennings	IN	S	39.19561768	-85.43996429	38.80706787	-85.79984283
18081	C	IN, Johnson	IN	S	39.63834763	-85.95078278	39.34167099	-86.25168610
18083	C	IN, Knox	IN	S	38.90786362	-87.09162903	38.41438675	-87.75532532
18085	C	IN, Kosciusko	IN	S	41.43685532	-85.65119934	41.04187393	-86.07733154
18087	C	IN, Lagrange	IN	S	41.76009750	-85.19383240	41.52337646	-85.65984344
18089	C	IN, Lake	IN	S	41.76088715	-87.21882629	41.16219711	-87.52677155
18091	C	IN, La Porte	IN	S	41.76103592	-86.48639679	41.23694992	-86.93336487
18093	C	IN, Lawrence	IN	S	38.99240494	-86.27528381	38.68656158	-86.68357849
18095	C	IN, Madison	IN	S	40.37982559	-85.57577515	39.94363785	-85.86354828
18097	C	IN, Marion	IN	S	39.92713928	-85.93737793	39.63184738	-86.32829285
18099	C	IN, Marshall	IN	S	41.47941971	-86.05404663	41.17160797	-86.46708679
18101	C	IN, Martin	IN	S	38.90469742	-86.68235016	38.49510574	-86.92438507
18103	C	IN, Miami	IN	S	40.99919510	-85.86381531	40.56271362	-86.16915131
18105	C	IN, Monroe	IN	S	39.35570145	-86.31739807	38.99069977	-86.68570709
18107	C	IN, Montgomery	IN	S	40.21517563	-86.69502258	39.86485291	-87.09220886
18109	C	IN, Morgan	IN	S	39.63364410	-86.24974823	39.33829117	-86.68759155
18111	C	IN, Newton	IN	S	41.21866989	-87.26724243	40.73646545	-87.52671814
18113	C	IN, Noble	IN	S	41.52679443	-85.19210052	41.26375580	-85.65483093
18115	C	IN, Ohio	IN	S	39.03099442	-84.82996368	38.90083694	-85.14028168
18117	C	IN, Orange	IN	S	38.68865585	-86.30754852	38.39406204	-86.68310547
18119	C	IN, Owen	IN	S	39.47334671	-86.63071442	39.16571045	-87.05477142
18121	C	IN, Parke	IN	S	39.95338058	-87.00947571	39.60477448	-87.43412781
18123	C	IN, Perry	IN	S	38.26632690	-86.43185425	37.84244156	-86.81389618
18125	C	IN, Pike	IN	S	38.55223846	-87.07228088	38.23100662	-87.46295929
18127	C	IN, Porter	IN	S	41.76136780	-86.92926025	41.21972275	-87.22293091
18129	C	IN, Posey	IN	S	38.23035431	-87.68817139	37.77306366	-88.09468079
18131	C	IN, Pulaski	IN	S	41.17236328	-86.46704865	40.90971756	-86.93109131
18133	C	IN, Putnam	IN	S	39.86670685	-86.64186859	39.47017670	-87.01493835
18135	C	IN, Randolph	IN	S	40.31011581	-84.80391693	40.00414276	-85.21875763
18137	C	IN, Ripley	IN	S	39.31028366	-85.06528473	38.91296768	-85.44493866
18139	C	IN, Rush	IN	S	39.78753281	-85.29759216	39.45231628	-85.63349152
18141	C	IN, St. Joseph	IN	S	41.76068878	-86.05933380	41.43284988	-86.52664948
18143	C	IN, Scott	IN	S	38.83128357	-85.56999969	38.56126785	-85.88846588
18145	C	IN, Shelby	IN	S	39.69908142	-85.62936401	39.34726715	-85.95352936
18147	C	IN, Spencer	IN	S	38.20513153	-86.76733398	37.78249741	-87.26885223
18149	C	IN, Starke	IN	S	41.43304825	-86.46633911	41.17132950	-86.93031311
18151	C	IN, Steuben	IN	S	41.76021576	-84.80472565	41.52672577	-85.19664001
18153	C	IN, Sullivan	IN	S	39.25949478	-87.24037170	38.90145111	-87.65874481
18155	C	IN, Switzerland	IN	S	38.92957687	-84.78482819	38.68747711	-85.20360565
18157	C	IN, Tippecanoe	IN	S	40.56293869	-86.69456482	40.21437454	-87.09524536
18159	C	IN, Tipton	IN	S	40.40686035	-85.86029816	40.21584702	-86.24308014
18161	C	IN, Union	IN	S	39.72912979	-84.81413269	39.52194977	-85.03634644
18163	C	IN, Vanderburgh	IN	S	38.16846848	-87.44940948	37.82621765	-87.70051575
18165	C	IN, Vermillion	IN	S	40.14842224	-87.35462189	39.60727310	-87.53327179
18167	C	IN, Vigo	IN	S	39.60823822	-87.19901276	39.25896835	-87.62105560
18169	C	IN, Wabash	IN	S	41.04671097	-85.63860321	40.65114212	-85.94639587
18171	C	IN, Warren	IN	S	40.47719955	-87.09183502	40.12732315	-87.53144073
18173	C	IN, Warrick	IN	S	38.24612427	-87.01741791	37.87871933	-87.47301483
18175	C	IN, Washington	IN	S	38.78346252	-85.84757996	38.41786957	-86.31007385
18177	C	IN, Wayne	IN	S	40.00625610	-84.81082916	39.71458054	-85.22113800
18179	C	IN, Wells	IN	S	40.91784668	-85.06848145	40.56651306	-85.44886017
18181	C	IN, White	IN	S	40.91263199	-86.58036804	40.56149673	-87.09980011
18183	C	IN, Whitley	IN	S	41.29542923	-85.30774689	41.00182343	-85.68659973
20001	C	KS, Allen	KS	S	38.03866577	-95.07771301	37.73244858	-95.52559662
20003	C	KS, Anderson	KS	S	38.39060593	-95.06489563	38.03769302	-95.51925659
20005	C	KS, Atchison	KS	S	39.65306473	-94.96897125	39.41875839	-95.57051086
20007	C	KS, Barber	KS	S	37.47123337	-98.34718323	36.99795914	-99.01259613
20009	C	KS, Barton	KS	S	38.69704819	-98.47977448	38.26078033	-99.03340149
20011	C	KS, Bourbon	KS	S	38.03770447	-94.61390686	37.67312622	-95.08808899
20013	C	KS, Brown	KS	S	40.00059509	-95.33947754	39.65275192	-95.78904724
20015	C	KS, Butler	KS	S	38.08772278	-96.52278137	37.47539902	-97.15347290
20017	C	KS, Chase	KS	S	38.52246475	-96.35360718	38.08546066	-96.84127045
20019	C	KS, Chautauqua	KS	S	37.30273056	-95.96409607	36.99864197	-96.52576447
20021	C	KS, Cherokee	KS	S	37.33999252	-94.61756134	36.99813461	-95.07537079
20023	C	KS, Cheyenne	KS	S	40.00316620	-101.41005707	39.56815338	-102.05176544
20025	C	KS, Clark	KS	S	37.47484589	-99.54111481	36.99952698	-100.10732269
20027	C	KS, Clay	KS	S	39.56694031	-96.95863342	39.13196182	-97.37115479
20029	C	KS, Cloud	KS	S	39.65402985	-97.36848450	39.30618286	-97.93199158
20031	C	KS, Coffey	KS	S	38.43454742	-95.50747681	38.03808594	-95.95946503
20033	C	KS, Comanche	KS	S	37.38429642	-99.00071716	36.99922180	-99.54482269
20035	C	KS, Cowley	KS	S	37.47668839	-96.52455902	36.99871063	-97.15326691
20037	C	KS, Crawford	KS	S	37.67502975	-94.61667633	37.33824921	-95.08843231
20039	C	KS, Decatur	KS	S	40.00226974	-100.17782593	39.56688690	-100.74111176
20041	C	KS, Dickinson	KS	S	39.13341904	-96.89022827	38.60881424	-97.38121796
20043	C	KS, Doniphan	KS	S	40.00000000	-94.85944366	39.62352753	-95.33995819
20045	C	KS, Douglas	KS	S	39.06978226	-95.05589294	38.73827362	-95.50104523
20047	C	KS, Edwards	KS	S	38.08807755	-99.01330566	37.73281479	-99.57031250
20049	C	KS, Elk	KS	S	37.60726166	-95.96102142	37.29923248	-96.52632904
20051	C	KS, Ellis	KS	S	39.13332367	-99.03749847	38.69652176	-99.59852600
20053	C	KS, Ellsworth	KS	S	38.87154770	-97.92427063	38.52175140	-98.48613739
20055	C	KS, Finney	KS	S	38.26527786	-100.22541809	37.73626328	-101.10385132
20057	C	KS, Ford	KS	S	37.91402054	-99.55606079	37.46704102	-100.22749329
20059	C	KS, Franklin	KS	S	38.73881531	-95.05632019	38.38985825	-95.50901794
20061	C	KS, Geary	KS	S	39.22036743	-96.50109863	38.86970520	-96.96376801
20063	C	KS, Gove	KS	S	39.13331223	-100.14794159	38.69729614	-100.81879425
20065	C	KS, Graham	KS	S	39.56744766	-99.60198975	39.13158798	-100.16438293
20067	C	KS, Grant	KS	S	37.73650360	-101.08923340	37.38771820	-101.52722931
20069	C	KS, Gray	KS	S	38.00261688	-100.21463776	37.47478485	-100.66507721
20071	C	KS, Greeley	KS	S	38.69956207	-101.56707764	38.26236343	-102.04532623
20073	C	KS, Greenwood	KS	S	38.17284393	-95.95813751	37.60370636	-96.52598572
20075	C	KS, Hamilton	KS	S	38.26320648	-101.52722931	37.73619461	-102.04470825
20077	C	KS, Harper	KS	S	37.38641739	-97.80200195	36.99768448	-98.34980774
20079	C	KS, Harvey	KS	S	38.17484665	-97.15242767	37.91200256	-97.70249176
20081	C	KS, Haskell	KS	S	37.73683548	-100.65222168	37.38754654	-101.09052277
20083	C	KS, Hodgeman	KS	S	38.26223755	-99.56951904	37.91268921	-100.22721863
20085	C	KS, Jackson	KS	S	39.65322113	-95.56415558	39.21607971	-96.03618622
20087	C	KS, Jefferson	KS	S	39.42086029	-95.17948914	39.03189850	-95.59753418
20089	C	KS, Jewell	KS	S	40.00261307	-97.93164062	39.56697083	-98.50530243
20091	C	KS, Johnson	KS	S	39.06170273	-94.60743713	38.73809814	-95.05654907
20093	C	KS, Kearny	KS	S	38.26452255	-101.08940887	37.73601913	-101.54275513
20095	C	KS, Kingman	KS	S	37.73395538	-97.80695343	37.38395309	-98.46499634
20097	C	KS, Kiowa	KS	S	37.73492432	-99.01149750	37.38102341	-99.55965424
20099	C	KS, Labette	KS	S	37.38441086	-95.07349396	36.99919510	-95.52291107
20101	C	KS, Lane	KS	S	38.70021820	-100.24424744	38.26232147	-100.68800354
20103	C	KS, Leavenworth	KS	S	39.41919327	-94.77553558	38.95468140	-95.18801117
20105	C	KS, Lincoln	KS	S	39.21979523	-97.92833710	38.87068176	-98.49015808
20107	C	KS, Linn	KS	S	38.38994598	-94.61261749	38.03676987	-95.07771301
20109	C	KS, Logan	KS	S	39.13549805	-100.81163025	38.69892120	-101.48461914
20111	C	KS, Lyon	KS	S	38.73926544	-95.94544220	38.17111206	-96.35727692
20113	C	KS, McPherson	KS	S	38.61009216	-97.37136841	38.17335129	-97.92543030
20115	C	KS, Marion	KS	S	38.60943222	-96.81947327	38.08550262	-97.37210846
20117	C	KS, Marshall	KS	S	40.00159836	-96.23883820	39.56590652	-96.80686188
20119	C	KS, Meade	KS	S	37.47539139	-100.08915710	36.99993515	-100.65290070
20121	C	KS, Miami	KS	S	38.73865891	-94.60942841	38.38871765	-95.06598663
20123	C	KS, Mitchell	KS	S	39.56748581	-97.92865753	39.21875763	-98.49006653
20125	C	KS, Montgomery	KS	S	37.38666916	-95.51795197	36.99907303	-95.96474457
20127	C	KS, Morris	KS	S	38.87037659	-96.35260773	38.52159500	-96.93055725
20129	C	KS, Morton	KS	S	37.38939667	-101.55522919	36.99308395	-102.04226685
20131	C	KS, Nemaha	KS	S	40.00077438	-95.78797150	39.56593704	-96.23993683
20133	C	KS, Neosho	KS	S	37.73431015	-95.08766174	37.38380051	-95.52613831
20135	C	KS, Ness	KS	S	38.69816589	-99.58420563	38.26147842	-100.24880981
20137	C	KS, Norton	KS	S	40.00189209	-99.62554932	39.56674957	-100.18045807
20139	C	KS, Osage	KS	S	38.87005615	-95.50069427	38.43402863	-95.95032501
20141	C	KS, Osborne	KS	S	39.56814194	-98.48739624	39.13272095	-99.04854584
20143	C	KS, Ottawa	KS	S	39.30686188	-97.36967468	38.95790482	-97.93181610
20145	C	KS, Pawnee	KS	S	38.35071945	-98.91240692	37.99962234	-99.58480835
20147	C	KS, Phillips	KS	S	40.00229263	-99.06587982	39.56712341	-99.62826538
20149	C	KS, Pottawatomie	KS	S	39.56639862	-96.03460693	39.12652588	-96.72669220
20151	C	KS, Pratt	KS	S	37.82555771	-98.46464539	37.47014236	-99.01528931
20153	C	KS, Rawlins	KS	S	40.00269699	-100.73864746	39.56772614	-101.41390991
20155	C	KS, Reno	KS	S	38.17385483	-97.69871521	37.73258591	-98.47312927
20157	C	KS, Republic	KS	S	40.00226212	-97.36846161	39.65352631	-97.93334198
20159	C	KS, Rice	KS	S	38.52275467	-97.92221832	38.15872955	-98.48078156
20161	C	KS, Riley	KS	S	39.56662750	-96.38888550	39.04324722	-96.96170807
20163	C	KS, Rooks	KS	S	39.56806564	-99.04409027	39.13236237	-99.60568237
20165	C	KS, Rush	KS	S	38.69732285	-99.03240967	38.34839630	-99.58676910
20167	C	KS, Russell	KS	S	39.13357162	-98.48362732	38.69671249	-99.04263306
20169	C	KS, Saline	KS	S	38.95825577	-97.37179565	38.60892868	-97.92909241
20171	C	KS, Scott	KS	S	38.70060349	-100.68444061	38.26424408	-101.12840271
20173	C	KS, Sedgwick	KS	S	37.91294479	-97.15215302	37.47423172	-97.80868530
20175	C	KS, Seward	KS	S	37.38795090	-100.63307953	36.99792099	-101.06813049
20177	C	KS, Shawnee	KS	S	39.21702194	-95.50025177	38.86885834	-96.03906250
20179	C	KS, Sheridan	KS	S	39.56810379	-100.16166687	39.13188553	-100.72151184
20181	C	KS, Sherman	KS	S	39.56856918	-101.38905334	39.13314819	-102.04976654
20183	C	KS, Smith	KS	S	40.00254822	-98.50415802	39.56737900	-99.06708527
20185	C	KS, Stafford	KS	S	38.26134109	-98.47191620	37.82433701	-99.02259064
20187	C	KS, Stanton	KS	S	37.73854065	-101.52571869	37.38831711	-102.04215240
20189	C	KS, Stevens	KS	S	37.38872528	-101.06645966	36.99539185	-101.55676270
20191	C	KS, Sumner	KS	S	37.47720337	-97.14772034	36.99859619	-97.80746460
20193	C	KS, Thomas	KS	S	39.56844330	-100.72002411	39.13285828	-101.39173126
20195	C	KS, Trego	KS	S	39.13242722	-99.59189606	38.69629669	-100.15396881
20197	C	KS, Wabaunsee	KS	S	39.21213150	-95.94591522	38.73886108	-96.50172424
20199	C	KS, Wallace	KS	S	39.13479996	-101.47819519	38.69756699	-102.04715729
20201	C	KS, Washington	KS	S	40.00208664	-96.80506897	39.56639099	-97.36910248
20203	C	KS, Wichita	KS	S	38.70134354	-101.12543488	38.26311874	-101.56763458
20205	C	KS, Wilson	KS	S	37.73438263	-95.52500916	37.38392258	-95.96266174
20207	C	KS, Woodson	KS	S	38.04037476	-95.51895142	37.73285675	-95.96160126
20209	C	KS, Wyandotte	KS	S	39.20209885	-94.59252930	38.99100494	-94.90914154
21001	C	KY, Adair	KY	S	37.31196213	-85.04322052	36.92509460	-85.52682495
21003	C	KY, Allen	KY	S	36.93550110	-85.94898987	36.62871933	-86.41907501
21005	C	KY, Anderson	KY	S	38.12966537	-84.79622650	37.88566971	-85.16995239
21007	C	KY, Ballard	KY	S	37.23011780	-88.81584930	36.91568756	-89.18239594
21009	C	KY, Barren	KY	S	37.17001724	-85.73925781	36.72263336	-86.17131805
21011	C	KY, Bath	KY	S	38.30154037	-83.46273041	37.99259949	-83.97943878
21013	C	KY, Bell	KY	S	36.95578766	-83.45900726	36.58258057	-83.95723724
21015	C	KY, Boone	KY	S	39.14445877	-84.59801483	38.77728653	-84.89751434
21017	C	KY, Bourbon	KY	S	38.37176132	-83.97006226	38.06705475	-84.44260406
21019	C	KY, Boyd	KY	S	38.50580978	-82.57196045	38.23489761	-82.81768036
21021	C	KY, Boyle	KY	S	37.71715927	-84.65210724	37.53216171	-85.03965759
21023	C	KY, Bracken	KY	S	38.82733917	-83.90396881	38.54977036	-84.23617554
21025	C	KY, Breathitt	KY	S	37.69992065	-82.94837952	37.33010483	-83.58009338
21027	C	KY, Breckinridge	KY	S	38.04583359	-86.15155792	37.55892563	-86.67797852
21029	C	KY, Bullitt	KY	S	38.11824036	-85.42884827	37.80614090	-85.93827057
21031	C	KY, Butler	KY	S	37.39531326	-86.39930725	36.99966812	-86.94500732
21033	C	KY, Caldwell	KY	S	37.37919617	-87.68030548	36.95064163	-88.09605408
21035	C	KY, Calloway	KY	S	36.75075912	-88.03389740	36.49712753	-88.48932648
21037	C	KY, Campbell	KY	S	39.12176132	-84.23191071	38.80576324	-84.50594330
21039	C	KY, Carlisle	KY	S	36.95466995	-88.81255341	36.77151489	-89.17942810
21041	C	KY, Carroll	KY	S	38.76177216	-84.93440247	38.58040619	-85.33309174
21043	C	KY, Carter	KY	S	38.50457382	-82.77163696	38.16828156	-83.34139252
21045	C	KY, Casey	KY	S	37.55081177	-84.70626831	37.10219955	-85.16505432
21047	C	KY, Christian	KY	S	37.15904617	-87.25955200	36.63709641	-87.73350525
21049	C	KY, Clark	KY	S	38.11515427	-83.96656036	37.82183838	-84.34857178
21051	C	KY, Clay	KY	S	37.35756302	-83.50510406	36.93768692	-83.96892548
21053	C	KY, Clinton	KY	S	36.88742065	-84.97463226	36.61553574	-85.29607391
21055	C	KY, Crittenden	KY	S	37.54703140	-87.80078125	37.12601089	-88.35843658
21057	C	KY, Cumberland	KY	S	36.93819046	-85.21547699	36.61842728	-85.60156250
21059	C	KY, Daviess	KY	S	37.93019867	-86.81710815	37.56078339	-87.40853882
21061	C	KY, Edmonson	KY	S	37.33900070	-86.04906464	37.05330658	-86.46893311
21063	C	KY, Elliott	KY	S	38.26667786	-82.88883209	37.99654007	-83.27060699
21065	C	KY, Estill	KY	S	37.85279083	-83.72207642	37.54288864	-84.12702179
21067	C	KY, Fayette	KY	S	38.20994568	-84.28271484	37.84620667	-84.66029358
21069	C	KY, Fleming	KY	S	38.52535629	-83.45282745	38.17084503	-83.98394012
21071	C	KY, Floyd	KY	S	37.75600052	-82.56354523	37.28530502	-82.94486237
21073	C	KY, Franklin	KY	S	38.37485886	-84.72522736	38.09340668	-85.02392578
21075	C	KY, Fulton	KY	S	36.65041733	-88.83462524	36.49769211	-89.57151031
21077	C	KY, Gallatin	KY	S	38.85940933	-84.66007996	38.66212082	-85.02416992
21079	C	KY, Garrard	KY	S	37.82966614	-84.34784698	37.47261429	-84.74546814
21081	C	KY, Grant	KY	S	38.80355453	-84.47620392	38.47298431	-84.78592682
21083	C	KY, Graves	KY	S	36.94667435	-88.48411560	36.50106812	-88.81977081
21085	C	KY, Grayson	KY	S	37.62274933	-86.02490997	37.32102203	-86.66771698
21087	C	KY, Green	KY	S	37.47135544	-85.35279083	37.10931396	-85.69748688
21089	C	KY, Greenup	KY	S	38.75657654	-82.66555023	38.37384796	-83.16751099
21091	C	KY, Hancock	KY	S	37.99906158	-86.62221527	37.65507889	-86.98715973
21093	C	KY, Hardin	KY	S	38.00680923	-85.67652893	37.44013977	-86.27760315
21095	C	KY, Harlan	KY	S	37.02086258	-82.85564423	36.66488647	-83.51129913
21097	C	KY, Harrison	KY	S	38.58214569	-84.10224152	38.27805328	-84.55729675
21099	C	KY, Hart	KY	S	37.44991302	-85.65017700	37.14833069	-86.16134644
21101	C	KY, Henderson	KY	S	37.97584152	-87.27102661	37.63830566	-87.92707825
21103	C	KY, Henry	KY	S	38.59689713	-84.86769104	38.33561325	-85.34593201
21105	C	KY, Hickman	KY	S	36.79735565	-88.81311798	36.50280762	-89.20104980
21107	C	KY, Hopkins	KY	S	37.57017517	-87.29559326	37.10525513	-87.85155487
21109	C	KY, Jackson	KY	S	37.58089066	-83.78241730	37.25058365	-84.20519257
21111	C	KY, Jefferson	KY	S	38.38054657	-85.40509796	37.99747849	-85.94853973
21113	C	KY, Jessamine	KY	S	38.00375748	-84.43433380	37.73022461	-84.72437286
21115	C	KY, Johnson	KY	S	38.00024796	-82.61254120	37.70323563	-83.00455475
21117	C	KY, Kenton	KY	S	39.09965897	-84.41776276	38.79001617	-84.62344360
21119	C	KY, Knott	KY	S	37.52602768	-82.71054077	37.17353439	-83.13483429
21121	C	KY, Knox	KY	S	37.05500793	-83.56690979	36.68733597	-84.09394836
21123	C	KY, Larue	KY	S	37.73226547	-85.46607971	37.42210007	-85.89440918
21125	C	KY, Laurel	KY	S	37.33581161	-83.86278534	36.93938065	-84.36833954
21127	C	KY, Lawrence	KY	S	38.26901245	-82.46474457	37.87921524	-83.02512360
21129	C	KY, Lee	KY	S	37.71974945	-83.52235413	37.48706436	-83.90559387
21131	C	KY, Leslie	KY	S	37.32074738	-83.16423035	36.88328552	-83.55310059
21133	C	KY, Letcher	KY	S	37.27159119	-82.56533051	36.95499039	-83.15359497
21135	C	KY, Lewis	KY	S	38.72558594	-83.02427673	38.31845093	-83.64656067
21137	C	KY, Lincoln	KY	S	37.64031219	-84.44685364	37.23816681	-84.86012268
21139	C	KY, Livingston	KY	S	37.42446899	-88.18807220	36.98188019	-88.56623077
21141	C	KY, Logan	KY	S	37.07174683	-86.61151123	36.64318085	-87.06076050
21143	C	KY, Lyon	KY	S	37.17953873	-87.87700653	36.86717987	-88.24033356
21145	C	KY, McCracken	KY	S	37.22683334	-88.48272705	36.94221115	-88.93338776
21147	C	KY, McCreary	KY	S	36.96258163	-84.22698212	36.59188080	-84.77803802
21149	C	KY, McLean	KY	S	37.68338013	-87.03841400	37.38059235	-87.49897003
21151	C	KY, Madison	KY	S	37.91747284	-84.07402039	37.51539993	-84.52559662
21153	C	KY, Magoffin	KY	S	37.89382935	-82.87890625	37.48660660	-83.27030945
21155	C	KY, Marion	KY	S	37.73073959	-85.03015900	37.41209030	-85.52155304
21157	C	KY, Marshall	KY	S	37.06380844	-88.11074066	36.74681473	-88.48597717
21159	C	KY, Martin	KY	S	37.96274948	-82.31077576	37.66854477	-82.67411041
21161	C	KY, Mason	KY	S	38.76816177	-83.62452698	38.45634079	-83.99151611
21163	C	KY, Meade	KY	S	38.19866562	-85.97606659	37.79892731	-86.49085236
21165	C	KY, Menifee	KY	S	38.05887222	-83.43388367	37.81843185	-83.77661133
21167	C	KY, Mercer	KY	S	37.97013092	-84.68849182	37.67887115	-85.03143311
21169	C	KY, Metcalfe	KY	S	37.18212128	-85.44161224	36.81805801	-85.77692413
21171	C	KY, Monroe	KY	S	36.84202957	-85.43666077	36.61485672	-85.97740936
21173	C	KY, Montgomery	KY	S	38.19218063	-83.75566864	37.90028763	-84.08052826
21175	C	KY, Morgan	KY	S	38.11539841	-82.96120453	37.71260834	-83.50480652
21177	C	KY, Muhlenberg	KY	S	37.41588211	-86.88277435	37.04039383	-87.38834381
21179	C	KY, Nelson	KY	S	37.99085999	-85.15075684	37.52432632	-85.74266815
21181	C	KY, Nicholas	KY	S	38.46050644	-83.83523560	38.19218063	-84.19410706
21183	C	KY, Ohio	KY	S	37.73771286	-86.57659912	37.21227264	-87.13738251
21185	C	KY, Oldham	KY	S	38.52391434	-85.28305054	38.28536606	-85.63796234
21187	C	KY, Owen	KY	S	38.72448349	-84.58059692	38.33860016	-85.07596588
21189	C	KY, Owsley	KY	S	37.54132080	-83.52191925	37.25644302	-83.88817596
21191	C	KY, Pendleton	KY	S	38.87473679	-84.19524384	38.52985001	-84.53173065
21193	C	KY, Perry	KY	S	37.44378662	-83.00003052	36.99209213	-83.55377960
21195	C	KY, Pike	KY	S	37.74181747	-81.96497345	37.19611740	-82.73270416
21197	C	KY, Powell	KY	S	37.93397903	-83.63111115	37.71623611	-84.02713013
21199	C	KY, Pulaski	KY	S	37.35578918	-84.28012848	36.86707687	-84.90705109
21201	C	KY, Robertson	KY	S	38.60862350	-83.93029785	38.42226410	-84.18388367
21203	C	KY, Rockcastle	KY	S	37.53940201	-84.13165283	37.15169907	-84.50297546
21205	C	KY, Rowan	KY	S	38.39619827	-83.19898987	38.01761246	-83.63542938
21207	C	KY, Russell	KY	S	37.18600464	-84.83515930	36.82739258	-85.27514648
21209	C	KY, Scott	KY	S	38.49301529	-84.40184021	38.11166000	-84.74044037
21211	C	KY, Shelby	KY	S	38.35802078	-84.95685577	38.03666687	-85.46746063
21213	C	KY, Simpson	KY	S	36.88286209	-86.40065002	36.63347244	-86.76326752
21215	C	KY, Spencer	KY	S	38.14747238	-85.10173035	37.93976212	-85.51681519
21217	C	KY, Taylor	KY	S	37.48343277	-85.07379150	37.19244003	-85.58695984
21219	C	KY, Todd	KY	S	37.07571030	-87.05017853	36.64152908	-87.33585358
21221	C	KY, Trigg	KY	S	37.00204849	-87.65946960	36.63324738	-88.15733337
21223	C	KY, Trimble	KY	S	38.73652267	-85.16823578	38.49250412	-85.45652771
21225	C	KY, Union	KY	S	37.90172195	-87.73432159	37.47036362	-88.16018677
21227	C	KY, Warren	KY	S	37.19046402	-86.11355591	36.77618790	-86.67446899
21229	C	KY, Washington	KY	S	37.91710663	-85.00055695	37.63081741	-85.40158081
21231	C	KY, Wayne	KY	S	36.99745560	-84.57244110	36.60327148	-85.06425476
21233	C	KY, Webster	KY	S	37.64752960	-87.37504578	37.35061264	-87.94393158
21235	C	KY, Whitley	KY	S	36.97298431	-83.87731934	36.58768463	-84.35603333
21237	C	KY, Wolfe	KY	S	37.86189270	-83.24311066	37.61924362	-83.70808411
21239	C	KY, Woodford	KY	S	38.19550323	-84.62507629	37.84756470	-84.86544037
22001	C	LA, Acadia	LA	S	30.48130035	-92.14144135	30.05052376	-92.63198853
22003	C	LA, Allen	LA	S	30.89919281	-92.58430481	30.42360687	-93.13122559
22005	C	LA, Ascension	LA	S	30.34693527	-90.63248444	30.06247711	-91.10647583
22007	C	LA, Assumption	LA	S	30.08163071	-90.88519287	29.62636757	-91.25993347
22009	C	LA, Avoyelles	LA	S	31.34317017	-91.67802429	30.84796715	-92.28073883
22011	C	LA, Beauregard	LA	S	30.88322449	-92.97666168	30.40224075	-93.74171448
22013	C	LA, Bienville	LA	S	32.58509827	-92.77349854	32.14690781	-93.42826843
22015	C	LA, Bossier	LA	S	33.01948929	-93.37271118	32.23574829	-93.84522247
